# x_rel_mm	value	x_abs_mm	center_mm
-0.355008	6.49549	6.75625	7.11125
-0.33282	2.85571	6.77843	7.11125
-0.310632	0	6.80062	7.11125
-0.288444	0	6.82281	7.11125
-0.266256	0	6.845	7.11125
-0.244068	0	6.86719	7.11125
-0.22188	0	6.88937	7.11125
-0.199692	0	6.91156	7.11125
-0.177504	0	6.93375	7.11125
-0.155316	0	6.95594	7.11125
-0.133128	0	6.97813	7.11125
-0.11094	0	7.00031	7.11125
-0.088752	0	7.0225	7.11125
-0.066564	0	7.04469	7.11125
-0.044376	0	7.06688	7.11125
-0.022188	0	7.08907	7.11125
0	0	7.11125	7.11125
0.022188	0	7.13344	7.11125
0.044376	0	7.15563	7.11125
0.066564	0	7.17782	7.11125
0.088752	0	7.20001	7.11125
0.11094	0	7.22219	7.11125
0.133128	0	7.24438	7.11125
0.155316	0	7.26657	7.11125
0.177504	0	7.28876	7.11125
0.199692	0	7.31095	7.11125
0.22188	0	7.33313	7.11125
0.244068	0	7.35532	7.11125
0.266256	0	7.37751	7.11125
0.288444	0	7.3997	7.11125
0.310632	0.367133	7.42189	7.11125
0.33282	3.66	7.44407	7.11125
0.355008	8.76056	7.46626	7.11125
0.377196	15.0635	7.48845	7.11125
0.399384	19.684	7.51064	7.11125
0.421572	21.707	7.53283	7.11125
0.44376	22.9034	7.55501	7.11125
0.465948	23.7062	7.5772	7.11125
0.488136	23.3918	7.59939	7.11125
0.510324	23.1533	7.62158	7.11125
0.532512	22.9042	7.64377	7.11125
0.5547	22.5291	7.66595	7.11125
0.576888	22.1528	7.68814	7.11125
0.599076	21.7366	7.71033	7.11125
0.621264	22.351	7.73252	7.11125
0.643452	22.8152	7.75471	7.11125
0.66564	22.9506	7.77689	7.11125
0.687828	22.4048	7.79908	7.11125
0.710016	21.8074	7.82127	7.11125
0.732204	21.1864	7.84346	7.11125
0.754392	20.7524	7.86565	7.11125
0.77658	20.2779	7.88783	7.11125
0.798768	19.9553	7.91002	7.11125
0.820956	19.9761	7.93221	7.11125
0.843144	19.7155	7.9544	7.11125
0.865332	18.9654	7.97659	7.11125
0.88752	18.1417	7.99877	7.11125
0.909708	17.4691	8.02096	7.11125
0.931896	16.6578	8.04315	7.11125
0.954084	16.2322	8.06534	7.11125
0.976272	15.9888	8.08753	7.11125
0.99846	16.0719	8.10971	7.11125
1.02065	16.1955	8.1319	7.11125
1.04284	16.7008	8.15409	7.11125
1.06502	17.0338	8.17628	7.11125
1.08721	16.8339	8.19847	7.11125
1.1094	16.655	8.22065	7.11125
1.13159	16.2781	8.24284	7.11125
1.15378	16.2567	8.26503	7.11125
1.17596	16.2669	8.28722	7.11125
1.19815	16.0209	8.30941	7.11125
1.22034	15.7981	8.33159	7.11125
1.24253	15.544	8.35378	7.11125
1.26472	15.0667	8.37597	7.11125
1.2869	15.0439	8.39816	7.11125
1.30909	15.2038	8.42035	7.11125
1.33128	14.9691	8.44253	7.11125
1.35347	14.9897	8.46472	7.11125
1.37566	14.8736	8.48691	7.11125
1.39784	14.6945	8.5091	7.11125
1.42003	14.549	8.53129	7.11125
1.44222	14.0023	8.55347	7.11125
1.46441	14.0398	8.57566	7.11125
1.4866	13.9806	8.59785	7.11125
1.50878	13.4831	8.62004	7.11125
1.53097	13.015	8.64223	7.11125
1.55316	12.9485	8.66441	7.11125
1.57535	13.0809	8.6866	7.11125
1.59754	13.3503	8.70879	7.11125
1.61972	13.3077	8.73098	7.11125
1.64191	13.0151	8.75317	7.11125
1.6641	12.4838	8.77535	7.11125
1.68629	12.1379	8.79754	7.11125
1.70848	12.0955	8.81973	7.11125
1.73066	11.8019	8.84192	7.11125
1.75285	11.8801	8.86411	7.11125
1.77504	11.933	8.88629	7.11125
1.79723	12.4151	8.90848	7.11125
1.81942	13.0002	8.93067	7.11125
1.8416	12.9737	8.95286	7.11125
1.86379	13.0069	8.97505	7.11125
1.88598	12.7178	8.99723	7.11125
1.90817	12.67	9.01942	7.11125
1.93036	12.45	9.04161	7.11125
1.95254	12.3587	9.0638	7.11125
1.97473	12.3594	9.08599	7.11125
1.99692	12.0371	9.10817	7.11125
2.01911	11.6329	9.13036	7.11125
2.0413	11.273	9.15255	7.11125
2.06348	10.6725	9.17474	7.11125
2.08567	10.156	9.19693	7.11125
2.10786	9.38698	9.21911	7.11125
2.13005	8.78282	9.2413	7.11125
2.15224	8.26858	9.26349	7.11125
2.17442	8.15148	9.28568	7.11125
2.19661	8.01197	9.30787	7.11125
2.2188	7.30267	9.33005	7.11125
2.24099	6.74933	9.35224	7.11125
2.26318	6.05619	9.37443	7.11125
2.28536	4.95512	9.39662	7.11125
2.30755	4.74581	9.41881	7.11125
2.32974	4.32059	9.44099	7.11125
2.35193	3.95143	9.46318	7.11125
2.37412	4.08635	9.48537	7.11125
2.3963	3.89233	9.50756	7.11125
2.41849	3.8958	9.52975	7.11125
2.44068	3.76579	9.55193	7.11125
2.46287	3.53769	9.57412	7.11125
2.48506	3.34496	9.59631	7.11125
2.50724	3.28115	9.6185	7.11125
2.52943	3.55751	9.64069	7.11125
2.55162	3.61418	9.66287	7.11125
2.57381	3.42015	9.68506	7.11125
2.596	3.31842	9.70725	7.11125
2.61818	3.20299	9.72944	7.11125
2.64037	2.96488	9.75163	7.11125
2.66256	2.9009	9.77381	7.11125
2.68475	2.82434	9.796	7.11125
2.70694	2.66671	9.81819	7.11125
2.72912	2.60483	9.84038	7.11125
2.75131	2.44629	9.86257	7.11125
2.7735	2.57362	9.88475	7.11125
2.79569	2.88525	9.90694	7.11125
2.81788	2.78292	9.92913	7.11125
2.84006	3.06259	9.95132	7.11125
2.86225	3.11577	9.97351	7.11125
2.88444	3.23775	9.99569	7.11125
2.90663	3.27206	10.0179	7.11125
2.92882	3.08974	10.0401	7.11125
2.951	3.06715	10.0623	7.11125
2.97319	3.17629	10.0844	7.11125
2.99538	3.47135	10.1066	7.11125
3.01757	3.83071	10.1288	7.11125
3.03976	3.70706	10.151	7.11125
3.06194	3.57884	10.1732	7.11125
3.08413	3.54707	10.1954	7.11125
3.10632	3.43293	10.2176	7.11125
3.12851	3.51985	10.2398	7.11125
3.1507	3.53906	10.262	7.11125
3.17288	3.74079	10.2841	7.11125
3.19507	3.7702	10.3063	7.11125
3.21726	3.87744	10.3285	7.11125
3.23945	3.81569	10.3507	7.11125
3.26164	3.84674	10.3729	7.11125
3.28382	3.86157	10.3951	7.11125
3.30601	3.68241	10.4173	7.11125
3.3282	3.43713	10.4395	7.11125
3.35039	3.35789	10.4616	7.11125
3.37258	3.51755	10.4838	7.11125
3.39476	3.82091	10.506	7.11125
3.41695	4.00816	10.5282	7.11125
3.43914	4.04838	10.5504	7.11125
3.46133	3.82023	10.5726	7.11125
3.48352	3.51666	10.5948	7.11125
3.5057	3.71891	10.617	7.11125
3.52789	4.06827	10.6391	7.11125
3.55008	3.88967	10.6613	7.11125
3.57227	3.73144	10.6835	7.11125
3.59446	3.76979	10.7057	7.11125
3.61664	3.8963	10.7279	7.11125
3.63883	3.74336	10.7501	7.11125
3.66102	3.91558	10.7723	7.11125
3.68321	4.11136	10.7945	7.11125
3.7054	4.0767	10.8167	7.11125
3.72758	4.14288	10.8388	7.11125
3.74977	3.94206	10.861	7.11125
3.77196	3.78097	10.8832	7.11125
3.79415	3.58042	10.9054	7.11125
3.81634	3.32303	10.9276	7.11125
3.83852	2.93944	10.9498	7.11125
3.86071	2.71968	10.972	7.11125
3.8829	2.84056	10.9942	7.11125
3.90509	2.89524	11.0163	7.11125
3.92728	2.66698	11.0385	7.11125
3.94946	2.51522	11.0607	7.11125
3.97165	2.37151	11.0829	7.11125
3.99384	2.11498	11.1051	7.11125
4.01603	1.24455	11.1273	7.11125
4.03822	0.00528046	11.1495	7.11125
4.0604	0	11.1717	7.11125
4.08259	0	11.1938	7.11125
4.10478	0	11.216	7.11125
4.12697	0	11.2382	7.11125
4.14916	0	11.2604	7.11125
4.17134	0	11.2826	7.11125
4.19353	0	11.3048	7.11125
4.21572	0	11.327	7.11125
4.23791	-0.00782143	11.3492	7.11125
4.2601	-0.023725	11.3714	7.11125
4.28228	0.154163	11.3935	7.11125
4.30447	0.38449	11.4157	7.11125
4.32666	0.613514	11.4379	7.11125
4.34885	1.60344	11.4601	7.11125
4.37104	2.58696	11.4823	7.11125
4.39322	3.02631	11.5045	7.11125
4.41541	3.04566	11.5267	7.11125
4.4376	2.61531	11.5489	7.11125
4.45979	2.30452	11.571	7.11125
4.48198	2.54808	11.5932	7.11125
4.50416	2.68109	11.6154	7.11125
4.52635	2.93836	11.6376	7.11125
4.54854	3.06952	11.6598	7.11125
4.57073	3.24201	11.682	7.11125
4.59292	3.38262	11.7042	7.11125
4.6151	3.62384	11.7264	7.11125
4.63729	4.28634	11.7485	7.11125
4.65948	4.28201	11.7707	7.11125
4.68167	4.6619	11.7929	7.11125
4.70386	3.66093	11.8151	7.11125
4.72604	2.29355	11.8373	7.11125
4.74823	0.519698	11.8595	7.11125
4.77042	0	11.8817	7.11125
4.79261	0	11.9039	7.11125
4.8148	0	11.9261	7.11125
4.83698	0	11.9482	7.11125
4.85917	0	11.9704	7.11125
4.88136	0	11.9926	7.11125
4.90355	0	12.0148	7.11125
4.92574	0	12.037	7.11125
4.94792	0	12.0592	7.11125
4.97011	0	12.0814	7.11125
4.9923	0	12.1036	7.11125
5.01449	0	12.1257	7.11125
5.03668	0	12.1479	7.11125
5.05886	0	12.1701	7.11125
5.08105	0	12.1923	7.11125
5.10324	0	12.2145	7.11125
5.12543	0	12.2367	7.11125
5.14762	0	12.2589	7.11125
5.1698	0	12.2811	7.11125
5.19199	0	12.3032	7.11125
5.21418	0	12.3254	7.11125
5.23637	0	12.3476	7.11125
5.25856	0	12.3698	7.11125
5.28074	0	12.392	7.11125
5.30293	0	12.4142	7.11125
5.32512	0	12.4364	7.11125
5.34731	0	12.4586	7.11125
5.3695	0	12.4808	7.11125
5.39168	0	12.5029	7.11125
5.41387	0	12.5251	7.11125
5.43606	0	12.5473	7.11125
5.45825	0	12.5695	7.11125
5.48044	0	12.5917	7.11125
5.50262	0	12.6139	7.11125
5.52481	0	12.6361	7.11125
5.547	0	12.6583	7.11125
5.56919	0	12.6804	7.11125
5.59138	0	12.7026	7.11125
5.61356	0	12.7248	7.11125
5.63575	0	12.747	7.11125
5.65794	0	12.7692	7.11125
5.68013	0	12.7914	7.11125
5.70232	0	12.8136	7.11125
5.7245	0	12.8358	7.11125
5.74669	0	12.8579	7.11125
5.76888	0	12.8801	7.11125
5.79107	0	12.9023	7.11125
5.81326	0	12.9245	7.11125
5.83544	0	12.9467	7.11125
5.85763	0	12.9689	7.11125
5.87982	0	12.9911	7.11125
5.90201	0	13.0133	7.11125
5.9242	0	13.0355	7.11125
5.94638	0	13.0576	7.11125
5.96857	0	13.0798	7.11125
5.99076	0	13.102	7.11125
6.01295	0	13.1242	7.11125
6.03514	0	13.1464	7.11125
6.05732	0	13.1686	7.11125
6.07951	0	13.1908	7.11125
6.1017	0	13.213	7.11125
6.12389	0	13.2351	7.11125
6.14608	0	13.2573	7.11125
6.16826	0	13.2795	7.11125
6.19045	0	13.3017	7.11125
6.21264	0	13.3239	7.11125
6.23483	0	13.3461	7.11125
6.25702	0	13.3683	7.11125
6.2792	0	13.3905	7.11125
6.30139	0	13.4126	7.11125
6.32358	0	13.4348	7.11125
6.34577	0	13.457	7.11125
6.36796	0	13.4792	7.11125
6.39014	0	13.5014	7.11125
6.41233	0	13.5236	7.11125
6.43452	0	13.5458	7.11125
6.45671	0	13.568	7.11125
6.4789	0	13.5902	7.11125
6.50108	0	13.6123	7.11125
6.52327	0	13.6345	7.11125
6.54546	0	13.6567	7.11125
6.56765	0	13.6789	7.11125
6.58984	0	13.7011	7.11125
6.61202	0	13.7233	7.11125
6.63421	0	13.7455	7.11125
6.6564	0	13.7677	7.11125
6.67859	0	13.7898	7.11125
6.70078	0	13.812	7.11125
6.72296	0	13.8342	7.11125
6.74515	0	13.8564	7.11125
6.76734	0	13.8786	7.11125
6.78953	0	13.9008	7.11125
6.81172	0	13.923	7.11125
6.8339	0	13.9452	7.11125
6.85609	0	13.9673	7.11125
6.87828	0	13.9895	7.11125
6.90047	0	14.0117	7.11125
6.92266	0	14.0339	7.11125
6.94484	0	14.0561	7.11125
6.96703	0	14.0783	7.11125
6.98922	0	14.1005	7.11125
7.01141	0	14.1227	7.11125
7.0336	0	14.1449	7.11125
7.05578	0	14.167	7.11125
7.07797	0	14.1892	7.11125
7.10016	0	14.2114	7.11125
7.12235	0	14.2336	7.11125
7.14454	0	14.2558	7.11125
7.16672	0	14.278	7.11125
7.18891	0	14.3002	7.11125
7.2111	0	14.3224	7.11125
7.23329	0	14.3445	7.11125
7.25548	0	14.3667	7.11125
