# x_rel_mm	value	x_abs_mm	center_mm
3.97165	7.80533	11.0607	7.08907
3.99384	7.78166	11.0829	7.08907
4.01603	7.50844	11.1051	7.08907
4.03822	7.02669	11.1273	7.08907
4.0604	4.71702	11.1495	7.08907
4.08259	2.47785	11.1717	7.08907
4.10478	2.0189	11.1938	7.08907
4.12697	1.70813	11.216	7.08907
4.14916	1.60226	11.2382	7.08907
4.17134	1.3832	11.2604	7.08907
4.19353	1.38729	11.2826	7.08907
4.21572	1.45257	11.3048	7.08907
4.23791	1.26546	11.327	7.08907
4.2601	0	11.3492	7.08907
4.28228	0	11.3714	7.08907
4.30447	0	11.3935	7.08907
4.32666	0	11.4157	7.08907
4.34885	0	11.4379	7.08907
4.37104	0	11.4601	7.08907
4.39322	0	11.4823	7.08907
4.41541	0	11.5045	7.08907
4.4376	0.333618	11.5267	7.08907
4.45979	1.68801	11.5489	7.08907
4.48198	3.11454	11.571	7.08907
4.50416	4.1425	11.5932	7.08907
4.52635	5.07885	11.6154	7.08907
4.54854	5.38986	11.6376	7.08907
4.57073	6.5244	11.6598	7.08907
4.59292	7.24996	11.682	7.08907
4.6151	7.59962	11.7042	7.08907
4.63729	8.0835	11.7264	7.08907
4.65948	8.76151	11.7485	7.08907
4.68167	8.89412	11.7707	7.08907
4.70386	8.63979	11.7929	7.08907
4.72604	8.32227	11.8151	7.08907
4.74823	8.86711	11.8373	7.08907
4.77042	9.71825	11.8595	7.08907
4.79261	6.20121	11.8817	7.08907
4.8148	2.11159	11.9039	7.08907
4.83698	0.182468	11.9261	7.08907
4.85917	0	11.9482	7.08907
4.88136	0	11.9704	7.08907
4.90355	0	11.9926	7.08907
4.92574	0	12.0148	7.08907
4.94792	0	12.037	7.08907
4.97011	0	12.0592	7.08907
4.9923	0	12.0814	7.08907
5.01449	0	12.1036	7.08907
5.03668	0	12.1257	7.08907
5.05886	0	12.1479	7.08907
5.08105	0	12.1701	7.08907
5.10324	0	12.1923	7.08907
5.12543	0	12.2145	7.08907
5.14762	0	12.2367	7.08907
5.1698	0	12.2589	7.08907
5.19199	0	12.2811	7.08907
5.21418	0	12.3032	7.08907
5.23637	0	12.3254	7.08907
5.25856	0	12.3476	7.08907
5.28074	0	12.3698	7.08907
5.30293	0	12.392	7.08907
5.32512	0	12.4142	7.08907
5.34731	0	12.4364	7.08907
5.3695	0	12.4586	7.08907
5.39168	0	12.4808	7.08907
5.41387	0	12.5029	7.08907
5.43606	0	12.5251	7.08907
5.45825	0	12.5473	7.08907
5.48044	0	12.5695	7.08907
5.50262	0	12.5917	7.08907
5.52481	0	12.6139	7.08907
5.547	0	12.6361	7.08907
5.56919	0	12.6583	7.08907
5.59138	0	12.6804	7.08907
5.61356	0	12.7026	7.08907
5.63575	0	12.7248	7.08907
5.65794	0	12.747	7.08907
5.68013	0	12.7692	7.08907
5.70232	0	12.7914	7.08907
5.7245	0	12.8136	7.08907
5.74669	0	12.8358	7.08907
5.76888	0	12.8579	7.08907
5.79107	0	12.8801	7.08907
5.81326	0	12.9023	7.08907
5.83544	0	12.9245	7.08907
5.85763	0	12.9467	7.08907
5.87982	0	12.9689	7.08907
5.90201	0	12.9911	7.08907
5.9242	0	13.0133	7.08907
5.94638	0	13.0355	7.08907
5.96857	0	13.0576	7.08907
5.99076	0	13.0798	7.08907
6.01295	0	13.102	7.08907
6.03514	0	13.1242	7.08907
6.05732	0	13.1464	7.08907
6.07951	0	13.1686	7.08907
6.1017	0	13.1908	7.08907
6.12389	0	13.213	7.08907
6.14608	0	13.2351	7.08907
6.16826	0	13.2573	7.08907
6.19045	0	13.2795	7.08907
6.21264	0	13.3017	7.08907
6.23483	0	13.3239	7.08907
6.25702	0	13.3461	7.08907
6.2792	0	13.3683	7.08907
6.30139	0	13.3905	7.08907
6.32358	0	13.4126	7.08907
6.34577	0	13.4348	7.08907
6.36796	0	13.457	7.08907
6.39014	0	13.4792	7.08907
6.41233	0	13.5014	7.08907
6.43452	0	13.5236	7.08907
6.45671	0	13.5458	7.08907
6.4789	0	13.568	7.08907
6.50108	0	13.5902	7.08907
6.52327	0	13.6123	7.08907
6.54546	0	13.6345	7.08907
6.56765	0	13.6567	7.08907
6.58984	0	13.6789	7.08907
6.61202	0	13.7011	7.08907
6.63421	0	13.7233	7.08907
6.6564	0	13.7455	7.08907
6.67859	0	13.7677	7.08907
6.70078	0	13.7898	7.08907
6.72296	0	13.812	7.08907
6.74515	0	13.8342	7.08907
6.76734	0	13.8564	7.08907
6.78953	0	13.8786	7.08907
6.81172	0	13.9008	7.08907
6.8339	0	13.923	7.08907
6.85609	0	13.9452	7.08907
6.87828	0	13.9673	7.08907
6.90047	0	13.9895	7.08907
6.92266	0	14.0117	7.08907
6.94484	0	14.0339	7.08907
6.96703	0	14.0561	7.08907
6.98922	0	14.0783	7.08907
7.01141	0	14.1005	7.08907
7.0336	0	14.1227	7.08907
7.05578	0	14.1449	7.08907
7.07797	0	14.167	7.08907
7.10016	0	14.1892	7.08907
7.12235	0	14.2114	7.08907
7.14454	0	14.2336	7.08907
7.16672	0	14.2558	7.08907
7.18891	0	14.278	7.08907
7.2111	0	14.3002	7.08907
7.23329	0	14.3224	7.08907
7.25548	0	14.3445	7.08907
7.27766	0	14.3667	7.08907
